export,problem1,problem2,sectors,growth_level,rdpercentage,workersincrease,workers,school,major,years,experience,debtratio,turnover,gaintorevenue,gainincrease,capital,IES,profit,investment,patent,patent_global,technique,development,marketing,brands,howmarket,goods
40,1,6,telecommunication,highgrow,0.103448276,1,29,3,engineer,10,0,0.756958193,11.72831816,0.022470074,0.644997233,2087,0.005964783,768,69,1,0,3,4,3,0,both,2
0,3,2,telecommunication,highgrow,0.3,0.555555556,20,2,business,14,0,0.532701983,4.358454718,0.030078466,0.809266228,1579,0.001162453,231,200,3,0,3,4,4,0,both,2
90,4,6,telecommunication,highgrow,0.25,0.848484848,28,3,humanities,15,0,0.605843157,2.645968791,0.039439735,0.793352179,3076,0.013638039,345,111,1,0,3,4,4,0,direct,3
0,6,8,telecommunication,highgrow,0.172413793,1,29,4,engineer,10,0,0.845467886,11.20964207,0.023002737,0.646310647,1369,0.008992571,146,1621,1,0,4,4,4,0,direct,2
0,4,2,telecommunication,matured,0.357142857,0.777777778,14,1,,9,1,0.412621359,4.763429752,0.058121882,1.137675796,968,0.002602472,242,344,3,0,3,4,3,0,direct,2
0,1,5,telecommunication,highgrow,0.214285714,1.272727273,14,4,engineer,5,0,0.769124211,6.342,0.071901608,2.162045455,1500,0.006727636,623,97,3,0,4,4,3,0,direct,3
80,5,7,telecommunication,highgrow,0.117647059,1.133333333,17,4,engineer,10,1,0.691616181,2.796577947,0.02605937,1.030352557,1578,0.018808067,49,96,6,0,4,4,3,1,both,2
0,2,4,telecommunication,highgrow,0.263157895,1,19,3,engineer,4,0,0.508375819,3.844444444,0.069364162,1.761710794,675,0.007707129,158,169,4,0,3,5,3,1,direct,3
0,3,5,telecommunication,highgrow,0.384615385,1.181818182,13,3,engineer,13,0,0.798853868,6.102564103,0.031746032,1.44534413,351,0.010737628,40,62,8,0,3,4,3,1,indirect,1
35,5,7,telecommunication,highgrow,0.4375,0.727272727,16,3,engineer,8,0,0.488102894,0.831658291,0.104229607,0.980740741,1592,0.040030211,55,1131,9,0,2,3,4,0,direct,2
0,2,5,telecommunication,matured,0.3125,1,16,2,other,6,0,0.282905297,2.07890319,0.022341857,1.651845265,1787,0.006191117,81,194,1,0,3,4,4,0,direct,2
0,7,2,telecommunication,highgrow,0.384615385,1.181818182,13,3,engineer,9,0,0.085307689,0.76561109,-0.019795127,1.001497255,47178,0,-881,506,2,0,3,3,3,1,both,2
40,1,4,telecommunication,highgrow,0.357142857,0.933333333,28,4,engineer,5,2,0.579653992,2.550696677,0.037398101,1.04920201,4665,0.01243802,290,80,11,0,3,3,4,0,both,2
71,4,8,telecommunication,highgrow,0.631578947,1.266666667,19,3,engineer,20,0,0.604514533,5.476153245,0.066105083,3.75751073,1279,0.003426613,458,586,4,0,4,5,4,1,both,3
0,4,2,telecommunication,growing,0.238095238,1.105263158,21,2,engineer,20,0,0.496081143,2.106129918,0.076020851,0.61125863,1093,0.005647263,162,130,12,0,5,5,3,1,both,1
0,2,4,telecommunication,highgrow,0.535714286,0.965517241,28,3,engineer,10,0,0.749322799,3.782080144,0.055,1.196751674,2221,0.029642857,433,340,15,0,3,4,3,1,both,2
0,1,7,telecommunication,matured,0.117647059,1.214285714,17,1,,5,0,0.50831202,2.321846554,0.067768132,0.937762605,1538,0.010361243,11,46,4,0,3,3,3,0,direct,1
0,4,2,telecommunication,matured,0.136363636,1.294117647,22,4,engineer,4,0,0.298513011,2.803921569,0.069363069,1.31584183,1887,0.000945001,361,122,7,0,4,4,3,1,direct,2
0,1,7,telecommunication,highgrow,0.142857143,1.076923077,14,1,,10,0,0.59119898,1.124804992,0.002080444,1.199667221,1282,0.037447989,8,383,0,0,3,4,2,2,direct,2
0,3,5,telecommunication,highgrow,0.4375,1,16,5,engineer,5,0,0.582524272,1.557278208,0.035951327,1.041474654,1161,0.026548673,73,449,4,0,4,5,4,4,both,2
0,3,1,telecommunication,growing,0.461538462,1.181818182,13,4,engineer,12,0,0.737691002,3.042071197,0.017021277,1.309192201,309,0.011702128,12,87,0,0,4,4,3,0,direct,1
0,3,2,telecommunication,matured,0.214285714,0.933333333,14,2,engineer,5,1,0.478491066,0.953045685,0.081890812,0.927733169,1576,0.023968043,88,21,6,0,3,4,3,0,direct,1
3,3,5,telecommunication,matured,0.185185185,0.658536585,27,4,engineer,8,0,0.655683515,1.70749458,-0.003083341,0.575341751,6458,0.053414347,-395,692,37,0,4,4,3,0,direct,2
0,6,1,telecommunication,highgrow,0.214285714,1,14,3,engineer,14,0,0.582876712,1.232348112,0.208527648,0.584957132,1218,0.023984011,258,79,0,0,2,3,3,0,direct,2
0,3,5,telecommunication,highgrow,0.083333333,0.75,12,3,business,25,0,0.353039832,5.151004537,0.03686462,0.99089889,1543,0.000629089,359,17,5,0,2,3,4,5,direct,3
0,8,4,telecommunication,highgrow,0.115384615,1.181818182,26,3,engineer,5,0,0.425188917,5.343558282,0.088568148,1.355491329,1141,0.001804166,547,453,3,0,3,4,3,1,direct,1
10,2,3,telecommunication,growing,0.166666667,1.058823529,18,3,humanities,20,0,0.721561161,4.815384615,0.062832801,0.914016872,585,0.005324814,132,458,0,0,2,3,2,0,direct,1
0,2,4,telecommunication,matured,0.103448276,1.115384615,29,3,naturalschience,10,0,0.067275217,0.377275396,0.012710765,0.696854664,10218,0.000259403,958,1095,9,0,2,4,4,0,direct,3
0,1,4,telecommunication,matured,0.230769231,0.577777778,26,3,engineer,0,0,0.522692146,1.087724463,0.085520974,1.029821628,3397,0.039242219,209,940,20,0,3,4,3,1,both,3
0,7,2,telecommunication,highgrow,0.071428571,1.272727273,28,3,business,0,1,0.736458183,7.023294053,0.042960824,1.425282242,3649,0.011940066,517,378,2,0,2,5,3,1,indirect,3
0,7,5,telecommunication,highgrow,0.4,1.5,15,4,engineer,5,1,0.401957905,7.377312162,0.101047306,9.108326597,6109,2.22E-05,4537,286,4,0,4,4,4,1,direct,2
0,4,5,food/clothes,matured,0.083333333,0.979591837,48,3,business,20,0,0.609914376,4.479667283,0.041520528,1.044049542,4328,0.010521972,478,259,13,0,2,4,3,0,direct,2
0,2,3,food/clothes,growing,0.083333333,1.384615385,36,3,naturalschience,15,0,0.72572402,16.28571429,0.019450801,1.434197571,805,0.003432494,188,97,0,0,3,3,3,0,direct,2
0,1,8,food/clothes,highgrow,0,1,47,1,,20,0,0.976927855,28.53846154,-0.119946092,0.762041697,260,0.040161725,-1081,0,3,0,3,3,3,0,direct,1
0,2,3,food/clothes,growing,0,0.957446809,45,1,,5,0,0.648661288,7.526455907,0.07136225,0.978455548,3005,0.003139232,1163,1330,3,0,2,3,4,0,both,1
22.8,1,3,food/clothes,matured,0,0.977272727,43,4,humanities,0,1,0.691358025,3.687272727,0.015532544,1.433722163,1100,0.015779093,100,639,6,0,1,3,2,1,direct,2
0,9,2,food/clothes,highgrow,0.085714286,0.945945946,35,1,,15,1,0.744800333,3.807660962,0.027183219,1.023887793,1227,0.021190068,9,239,12,0,3,3,3,1,direct,2
0,3,5,food/clothes,highgrow,0.054054054,1.233333333,37,3,engineer,15,0,0.749037649,7.142536476,0.022470145,0.937997445,2673,0.011523151,232,171,3,0,4,5,5,0,other,1
0,2,3,food/clothes,matured,0,1,37,3,engineer,15,0,0.830449827,2.305418719,-0.012820513,0.808090775,1421,0.048229548,105,1273,6,0,4,5,4,0,both,2
80,1,5,food/clothes,growing,0.093023256,1.023809524,43,3,naturalschience,0,0,0.469462366,2.463234698,0.130331754,1.131451553,12335,0.002994997,3313,1984,40,0,3,3,4,0,direct,1
0,4,1,food/clothes,highgrow,0.083333333,1,36,4,humanities,6,0,0.583771212,2.800082781,0.26504065,1.808340016,4832,0.009460458,1630,251,4,0,3,4,3,1,direct,2
0,3,5,food/clothes,matured,0.051282051,1,39,3,naturalschience,0,0,0.771073112,2.85839119,0.023242179,0.975130676,8354,0.029775116,102,5139,0,0,2,3,4,1,both,2
0,1,4,food/clothes,highgrow,0.106382979,1.46875,47,4,naturalschience,12,0,0.802704412,6.714629259,0.045006864,1.61102029,2495,0.003521757,747,695,23,0,3,4,4,0,direct,2
0,4,3,food/clothes,highgrow,0.066666667,1.071428571,45,1,,2,0,0.397502473,1.632669813,0.164404223,1.016741214,4873,0.011689291,1089,260,42,0,4,4,4,5,direct,3
0,4,6,food/clothes,highgrow,0.159090909,1.189189189,44,3,engineer,2,0,0.615822371,2.151529869,0.02268623,1.068628633,4118,0.018284424,361,918,26,0,3,4,4,0,direct,2
0,1,8,food/clothes,matured,0,0.977272727,43,1,,10,0,0.662255401,1.720696584,0.060724017,0.622561493,2986,0.029583496,154,144,1,0,3,4,3,0,direct,2
50,3,4,food/clothes,highgrow,0.189189189,1,37,3,engineer,5,0,0.579532333,3.371610024,0.033192486,1.266309954,5826,0.009519931,452,163,30,0,4,5,4,3,direct,2
0,1,8,food/clothes,matured,0.03125,1.777777778,32,3,engineer,20,1,0.747756985,3.52303523,0.042884615,0.960650286,2952,0.018942308,248,198,4,0,3,4,3,0,both,1
0,4,3,food/clothes,highgrow,0.065217391,1,46,1,,17,1,0.92147894,11.63834951,-0.066527633,1.109311741,824,0.026485923,-926,1124,3,0,4,4,4,0,direct,3
0,3,5,food/clothes,highgrow,0.046511628,0.614285714,43,3,business,15,1,0.41840063,1.296461033,-0.153788783,0.503530119,5171,0.01178401,-1039,57,2,0,2,4,3,0,both,1
0,1,4,food/clothes,highgrow,0.0625,1,32,3,business,15,0,0.786847195,7.251361162,0.040795895,1.091517552,1102,0.011888374,214,43,3,0,3,4,3,0,direct,1
0,2,3,food/clothes,highgrow,0.045454545,1,44,1,,23,0,0.734992101,5.39195231,0.020591487,1.195440278,1342,0.010917634,265,327,6,0,2,3,4,2,direct,1
30,1,7,food/clothes,matured,0.162162162,1.027777778,37,3,engineer,5,1,0.543540509,2.086346863,0.40493456,3.491200988,5420,0.028210117,4337,494,9,0,3,4,3,5,direct,2
0,2,4,food/clothes,founded,0.023809524,1,42,1,,20,0,0.752417795,3.768629808,0.052942114,1.083635735,1664,0.023760166,186,225,4,0,3,5,4,0,direct,1
1.7,3,5,food/clothes,ebb,0.102040816,0.960784314,49,1,,0,0,0.810392206,3.487723081,0.033586318,0.933780144,8349,0.022425221,116,4014,81,0,3,4,3,1,indirect,2
20,3,6,food/clothes,matured,0.2,1.071428571,45,3,engineer,10,0,0.603657449,1.364618501,-0.079003794,1.029022403,4443,0.037935016,-723,600,19,0,4,4,3,4,direct,3
0,3,4,food/clothes,matured,0.105263158,1,38,3,business,0,0,0.675972208,4.454970236,0.042974138,1.065735679,15623,0.008936782,1861,137,10,0,1,4,4,1,both,1
0,6,2,food/clothes,matured,0.131578947,1,38,3,naturalschience,15,0,0.670827732,6.169972773,0.027832062,1.128798121,5142,0.006524617,1018,131,0,0,4,5,4,0,direct,3
3,1,4,food/clothes,highgrow,0.108108108,0.902439024,37,4,business,15,0,0.729166667,6.716117216,0.025815835,0.940417165,1638,0.013544223,157,114,5,0,3,3,3,2,both,3
0,2,3,food/clothes,growing,0.05,1,40,3,business,15,0,0.869654634,20.23286181,0.015193073,0.979379,1838,0.006588147,112,133,0,0,3,4,3,0,direct,1
0,1,2,food/clothes,highgrow,0,1.088888889,49,3,naturalschience,20,0,1.134581627,-19.79347826,-0.095332235,1.466655928,-920,0.008182317,-1853,39,0,0,3,3,3,0,both,1
50,4,3,food/clothes,matured,0.106382979,0.94,47,3,business,10,0,0.67672322,3.04589372,0.042246413,1.113063714,4554,0.024511571,154,86,29,0,4,4,3,1,direct,3
10,3,4,food/clothes,matured,0.166666667,1.235294118,42,3,engineer,12,0,0.704218507,2.704896484,0.028672093,1.014919852,3043,0.023569433,115,306,40,0,3,4,3,0,direct,3
10,5,2,food/clothes,matured,0.294117647,0.790697674,34,4,business,10,0,0.789252105,2.167450059,0.080238547,0.903502327,1702,0.067226891,37,169,16,0,3,4,3,1,both,2
0,3,4,food/clothes,highgrow,0.139534884,1.023809524,43,3,engineer,20,0,0.798791442,5.362824675,0.028454669,0.929385286,1232,0.01997881,34,249,0,0,3,4,3,0,direct,2
60,3,4,food/clothes,highgrow,0.041666667,1.021276596,48,3,engineer,10,0,0.727683826,5.361237489,0.091946707,1.027196653,4396,0.013917176,1741,517,18,0,3,4,3,1,direct,3
0,3,7,food/clothes,matured,0.075,0.888888889,40,3,engineer,25,0,0.736310025,3.612140575,0.054838139,0.870093889,1565,0.027949761,131,68,2,0,3,3,4,0,direct,2
0,2,4,food/clothes,growing,0.052631579,0.904761905,38,3,business,0,0,1.164517615,-6.491952414,-0.159103158,1.06119881,-1429,0.040745931,-1827,151,1,0,3,3,3,0,both,1
0,3,1,food/clothes,founded,0.043478261,1.095238095,46,3,engineer,12,0,0.793023256,13.87078652,0.059943297,8.724381625,178,0.001620089,148,27,1,0,2,3,4,0,direct,2
0,1,5,food/clothes,matured,0.090909091,0.846153846,44,1,,18,0,0.549820789,2.527388535,0.081905242,1.22111094,3140,0.029485887,420,91,9,0,2,3,3,0,direct,1
0,6,3,food/clothes,highgrow,0,1,48,3,engineer,25,0,0.838868065,5.822745205,0.038922505,1.20034213,7351,0.024577717,759,573,0,0,3,4,3,1,direct,2
0,1,8,food/clothes,matured,0.081081081,1,37,3,business,15,0,0.998721461,390.2142857,-0.177192019,0.881129032,14,0.061138569,-1343,77,20,0,3,4,3,1,direct,2
30,1,3,food/clothes,highgrow,0.183673469,1.361111111,49,5,engineer,2,1,0.701469365,1.187778603,0.042220485,1.25861051,5384,0.042533229,387,822,59,0,3,4,4,1,direct,3
30,3,7,food/clothes,highgrow,0.073170732,1,41,3,engineer,12,0,0.587524427,2.647924199,0.029897829,0.795140579,8021,0.020575357,192,495,7,0,3,4,4,0,direct,2
0,7,1,food/clothes,highgrow,0.068181818,1.023255814,44,3,engineer,10,0,0.565643447,2.011280239,0.039124265,0.864680105,7358,0.022636665,175,60,5,0,3,4,4,0,direct,2
30,2,4,food/clothes,matured,0.083333333,1,48,4,engineer,15,0,0.38108747,2.300076394,0.021721802,0.914525241,6545,0.005247775,659,674,5,0,3,4,3,0,indirect,3
0,2,4,food/clothes,highgrow,0.102564103,1,39,1,,15,0,0.824994824,6.041798107,0.070747944,1.801740357,2536,0.017425924,642,225,4,0,3,4,4,1,direct,2
0,2,8,food/clothes,growing,0.076923077,1.114285714,39,3,engineer,20,0,0.242896175,0.948394082,-0.165905632,1.353941267,2771,0.00456621,-289,536,0,0,3,4,2,0,direct,3
0,5,1,food/clothes,highgrow,0.083333333,1.066666667,48,3,humanities,10,1,0.763268003,11.4344186,0.035592255,1.182150414,2150,0.008704849,598,542,2,0,3,3,2,0,both,1
0,3,5,food/clothes,matured,0.085714286,1,35,3,humanities,5,0,0.748471883,8.626974484,0.018732394,0.752198326,823,0.010422535,35,103,9,0,2,3,3,0,direct,2
10,2,3,food/clothes,highgrow,0.1875,0.711111111,32,5,naturalschience,16,0,0.60312082,2.444843855,0.01828708,1.243230892,4451,0.010292226,471,1048,7,0,3,4,4,0,direct,2
80,8,3,food/clothes,highgrow,0,1,34,3,business,0,0,0.741702432,2.592079756,-0.028098291,0.798226164,3611,0.021794872,-435,66,2,0,3,3,3,0,direct,2
5,1,5,food/clothes,highgrow,0.022727273,1.047619048,44,3,engineer,3,0,0.590946214,2.399030234,0.091071216,0.926117595,3506,0.009035786,653,22,0,0,2,4,4,0,direct,1
0,1,3,food/clothes,matured,0.102040816,1,49,3,business,4,0,0.749935643,1.856495779,-0.017522458,0.777931153,4857,0.061328602,-648,768,6,0,2,4,3,2,both,3
5,3,4,food/clothes,matured,0.104166667,1,48,1,,5,0,1.006577505,-141.5,-0.255123675,1.05754858,-60,0.032391048,-2607,244,1,0,2,4,3,1,direct,2
5,3,7,food/clothes,highgrow,0.268292683,1.576923077,41,3,engineer,15,1,0.798963021,6.429683698,0.047074851,1.779049414,2055,0.014228411,460,458,0,0,2,3,2,0,direct,3
0,2,7,food/clothes,matured,0.020833333,1,48,3,engineer,11,0,0.628386799,0.990808595,0.026200326,1.092141292,8051,0.050394885,438,278,3,0,3,4,4,0,direct,3
0,2,5,food/clothes,matured,0.1875,0.813559322,48,3,business,13,0,0.636222309,1.701121795,0.035170356,0.92606325,7488,0.032108651,112,482,28,0,2,5,4,0,direct,2
0,8,3,food/clothes,highgrow,0.071428571,1.68,42,3,engineer,0,0,0.753423186,2.231925087,0.097082642,1.411707989,4592,0.041272319,822,3466,10,1,3,3,3,2,both,3
0,3,4,food/clothes,matured,0.045454545,1,44,2,business,3,0,0.685556557,3.778573988,0.044851128,0.939928699,2791,0.029774322,174,759,7,0,3,4,4,0,direct,2
40,5,3,food/clothes,highgrow,0.15625,1,32,4,engineer,12,0,0.826188054,6.22909699,0.080402685,1.491790148,1196,0.010872483,504,1177,1,0,3,4,4,0,direct,2
0,3,7,food/clothes,growing,0.085106383,1,47,2,humanities,10,0,0.747600713,7.740209472,0.050551552,2.248569633,8784,0.010089719,2336,502,0,0,3,4,3,0,direct,2
8,2,5,food/clothes,growing,0.022727273,0.814814815,44,3,humanities,15,0,0.8625,8.17962231,-0.162899329,0.86979872,2277,0.021208054,-3459,936,0,0,2,3,4,0,direct,2
0,4,3,food/clothes,growing,0.097560976,1.051282051,41,3,business,0,2,0.659762738,1.780508717,0.073354735,0.977868466,3499,0.028571429,103,635,1,0,4,4,5,0,direct,1
10,3,5,food/clothes,highgrow,0.06122449,1.042553191,49,3,business,20,0,0.600500561,6.367249946,0.062801113,1.16419797,4629,0.004376739,1036,2500,1,0,2,4,4,0,direct,3
0,2,3,food/clothes,matured,0.042553191,1,47,4,engineer,8,0,0.575134353,1.210775967,0.049623305,0.890270077,8222,0.049321949,674,37,1,0,2,3,4,0,direct,1
10,2,5,food/clothes,highgrow,0.057142857,1.029411765,35,4,engineer,10,2,0.72427734,0.780791789,0.071361502,0.864448052,1364,0.084507042,134,126,7,0,2,3,3,1,both,3
0,2,4,energy/medical,growing,2,0.888888889,8,3,engineer,5,0,0.711055276,12,0.026811594,1.550561798,115,0.003623188,46,100,0,0,2,4,4,1,both,3
0,3,5,energy/medical,ebb,1,0.666666667,6,5,engineer,0,0,1.391207154,-0.95,0.218045113,2.078125,-2100,0.179448622,74,0,0,0,3,3,3,0,direct,1
0,1,4,energy/medical,highgrow,1.333333333,1,8,3,engineer,5,0,0.565963061,3.501519757,0.065104167,1.082706767,329,0.014756944,59,130,5,0,2,4,4,1,direct,2
90,3,4,energy/medical,highgrow,1.333333333,0.727272727,8,2,humanities,7,0,0.367934224,1.237398374,-0.41261498,0.706592386,615,0.007884363,87,100,4,0,2,3,4,1,direct,1
90,4,5,energy/medical,growing,2.5,1,9,3,engineer,2,0,0.533573141,2.917737789,0.045814978,0.915322581,389,0.00969163,40,200,0,0,3,4,3,0,indirect,2
99,3,6,energy/medical,growing,3,1,9,2,engineer,0,0,0.630528256,2.537822111,0.116934163,0.999672561,1203,0.019325254,335,60,4,0,3,3,3,0,direct,2
0,5,6,energy/medical,matured,1.5,1,9,3,engineer,15,0,0.670705631,1.081168831,0.00950951,0.851299531,1848,0.085085085,99,230,0,0,4,4,3,0,indirect,2
50,4,2,energy/medical,highgrow,0.666666667,1.142857143,8,3,engineer,13,0,0.243710692,2.700623701,-0.060046189,1.209497207,481,0,57,100,0,0,2,5,4,10,both,3
10,4,6,energy/medical,highgrow,2,1.125,9,4,business,7,0,0.740837696,4.044444444,0.114385614,1.797127469,495,0.019480519,221,100,8,1,4,4,2,1,both,3
20,4,3,energy/medical,highgrow,1,0.9,9,3,humanities,0,0,0.70293486,5.25060241,0.029830197,1.20320265,830,0.013079394,92,120,1,0,3,4,3,0,direct,2
0,3,4,energy/medical,highgrow,1.333333333,1,7,4,engineer,1,0,0.591276252,3.948616601,0.023023023,2.671122995,253,0.01001001,68,236,1,0,3,4,4,0,both,2
0,8,7,energy/medical,highgrow,2.333333333,0.888888889,8,5,engineer,0,0,0.745210728,7.218045113,0.053125,1.488372093,133,0.007291667,61,100,16,0,3,3,3,0,direct,2
10,2,3,energy/medical,highgrow,1,1,9,3,engineer,10,0,0.380466803,0.820043892,0.046387154,1.10388971,2734,0.037912578,237,160,3,0,3,4,4,1,direct,2
20,4,7,energy/medical,matured,1.75,0.888888889,8,3,engineer,10,0,0.666160081,1.673748103,0.033544878,0.906327034,659,0.030825023,11,45,4,0,4,4,5,0,both,3
0,8,4,energy/medical,highgrow,1.333333333,0.818181818,9,3,engineer,15,0,0.729274005,3.873702422,0.050915587,1.04333644,578,0.022778026,146,0,1,0,3,4,4,0,both,2
0,4,2,energy/medical,growing,1,1.333333333,8,3,engineer,17,0,0.285893417,3.493415277,0.160844433,1.032701791,1139,0.001256597,628,163,1,0,3,5,3,0,direct,3
0,4,3,energy/medical,highgrow,1,1,8,4,engineer,2,0,0.648484848,1.594827586,0.025225225,1.151452282,348,0.032432432,8,105,4,0,4,5,5,0,direct,2
3,1,4,energy/medical,highgrow,1.333333333,1,8,1,,20,0,0.713203032,2.161335188,0.092020592,0.830128205,719,0.040540541,74,25,1,0,4,3,3,0,direct,2
0,1,2,energy/medical,highgrow,0.666666667,1,9,5,engineer,15,0,0.55761194,18.77327935,0.020415499,1.709598132,741,0.002947308,255,200,0,0,2,4,4,0,direct,1
35,4,7,energy/medical,highgrow,2.333333333,1,9,3,engineer,10,0,0.830536913,5.316831683,-0.162011173,0.867528271,101,0.00744879,2,70,2,0,4,5,4,0,indirect,2
0,4,3,energy/medical,highgrow,1,0.875,7,3,business,5,0,0.672727273,3.615079365,0.03622393,0.86679353,252,0.025246981,21,300,8,0,4,4,3,3,both,2
0,8,3,energy/medical,highgrow,1,1,7,4,engineer,7,0,0.810218978,8.326923077,0.046189376,1.767346939,52,0.011547344,21,80,3,0,3,4,4,1,both,3
0,1,2,energy/medical,matured,0.5,0.615384615,8,2,engineer,20,1,0.192093885,0.918960245,0.056572379,0.34649755,1308,0.007487521,65,85,1,0,3,4,3,0,direct,2
0,7,3,energy/medical,ebb,0.6,0.101694915,6,3,engineer,0,0,0.548321465,1.342342342,-0.083892617,0.294466403,444,0.041946309,-98,0,3,0,1,3,3,1,direct,1
5,6,4,energy/medical,matured,1,0.8,8,3,engineer,7,0,0.549273859,1.848101266,0.055417186,1.010698553,869,0.04607721,108,70,1,0,1,4,2,0,direct,3
0,2,4,energy/medical,highgrow,1.333333333,1,8,3,engineer,15,0,0.467872739,2.584994138,0.037188209,1.146645866,853,0.010884354,57,69,2,0,2,4,4,2,direct,1
0,5,6,energy/medical,matured,1.5,1,16,3,naturalschience,10,0,0.524898311,1.232844727,0.103219697,0.797382331,7709,0.03125,460,0,0,0,4,4,4,0,direct,2
0,3,7,energy/medical,highgrow,2.333333333,1.047619048,22,3,naturalschience,7,0,0.592169657,1.890666667,0.1325811,1.120063191,750,0.026093089,150,180,0,0,1,4,4,4,direct,3
35,1,3,energy/medical,highgrow,1,1.307692308,17,4,engineer,10,1,0.707416463,4.030640669,-0.008984105,0.752079002,359,0.011748445,29,184,5,0,3,4,2,1,direct,2
10,7,3,energy/medical,growing,1.5,1.230769231,16,3,business,3,1,0.708189952,3.813679245,0.098330241,2.40625,424,0.012368584,145,156,1,1,3,4,3,1,both,3
90,5,6,energy/medical,growing,3,1,29,3,engineer,5,0,0.585377248,2.682535211,0.147537541,1.131804136,3550,0.007455634,1287,250,3,0,4,4,3,0,direct,2
10,2,4,energy/medical,highgrow,1.333333333,1.875,15,4,engineer,4,0,0.607438017,1.340350877,-0.573298429,4.021052632,285,0.018324607,20,500,19,1,1,5,2,1,both,2
3,4,8,energy/medical,highgrow,2.666666667,1,23,3,engineer,7,0,0.66996574,2.311418685,0.028443114,0.821985234,1734,0.035179641,29,302,7,0,1,5,5,0,direct,2
50,4,3,energy/medical,highgrow,1,1.052631579,20,4,engineer,19,0,0.333572711,1.124461207,0.400814566,1.372123603,3712,0.006468615,1743,426,0,0,3,3,3,0,indirect,1
0,6,5,energy/medical,highgrow,1.666666667,1,14,3,engineer,12,0,0.526536313,3.050147493,0.092843327,1.121475054,339,0.00483559,95,100,0,0,4,3,3,0,direct,2
100,1,3,energy/medical,matured,0.75,0.420289855,29,3,engineer,0,0,0.468995054,0.914006589,0.102535421,1.238799076,8803,0.024235645,538,200,10,0,4,5,3,0,direct,1
0,6,4,energy/medical,highgrow,1.333333333,1.071428571,15,3,engineer,12,0,0.386836803,1.274917853,0.104810997,0.775483011,913,0.003436426,136,130,0,0,4,4,4,0,direct,3
20,4,5,energy/medical,matured,1.25,0.727272727,24,3,engineer,10,0,0.587989423,3.569358178,0.042575406,1.227220957,4830,0.018097448,329,200,1,0,4,4,4,0,indirect,2
0,4,2,energy/medical,highgrow,0.666666667,1.333333333,16,2,engineer,10,0,0.454228422,1.440894569,0.025498891,0.862332696,626,0.013303769,12,117,0,0,2,4,4,0,direct,3
0,4,2,energy/medical,highgrow,0.666666667,1.857142857,26,2,engineer,7,0,0.494540613,2.414646997,0.138773729,1.353914328,1898,0.012655466,653,200,0,0,2,3,2,0,direct,2
50,1,8,energy/medical,highgrow,2.666666667,1,24,3,engineer,12,0,0.631019387,2.540112994,-0.15591637,0.626009468,1770,0.005115658,-608,200,2,0,3,3,3,0,direct,2
0,3,6,energy/medical,growing,3,1,24,2,engineer,10,1,0.657808219,3.385908727,0.057933318,1.058573217,1249,0.014660676,189,137,1,0,3,3,4,0,indirect,2
0,3,2,energy/medical,highgrow,0.666666667,1.090909091,24,3,engineer,9,0,0.707722772,2.372628726,0.01798972,0.757025508,1476,0.014848658,24,120,22,0,3,5,2,1,both,2
40,1,4,energy/medical,highgrow,1.333333333,1.5,15,4,engineer,5,0,0.435661765,1.093648208,0.059568131,2.628180039,1228,0.017870439,59,44,8,0,4,3,4,3,direct,3
0,3,2,energy/medical,highgrow,0.666666667,1.25,15,4,engineer,7,0,0.472983871,1.566947207,0.081054688,0.848384424,1307,0.000488281,181,866,0,0,3,5,3,0,both,1
90,6,3,energy/medical,highgrow,1,1.333333333,16,5,engineer,15,0,0.973246565,20.13513514,-0.722147651,1.40831758,37,0.048322148,-622,500,5,1,3,5,5,4,direct,2
20,2,4,energy/medical,highgrow,1.333333333,1.333333333,20,2,engineer,10,0,0.39894114,1.27357513,0.122457282,1.145920746,1930,0.009357201,279,100,5,0,4,5,4,0,both,2
80,4,2,energy/medical,matured,0.5,1.142857143,16,3,engineer,7,0,0.590770404,1.163094129,0.084935897,0.858321871,1073,0.044871795,50,1150,10,0,2,4,4,2,both,2
100,5,6,energy/medical,highgrow,2,1,24,3,engineer,3,0,0.33160066,1.401185039,0.109153379,0.874633996,8101,0.002202449,1011,100,3,0,4,4,4,1,indirect,3
15,4,2,energy/medical,matured,0.5,1,22,3,engineer,7,0,0.440473916,0.986338798,0.125692521,1.024476765,2928,0.015927978,351,200,11,0,2,4,4,1,direct,3
0,4,7,energy/medical,growing,3.5,1.5,18,5,engineer,20,0,0.823429542,4.615384615,-0.129166667,1.518987342,104,0.020833333,38,300,2,0,4,5,1,4,direct,2
0,5,8,energy/medical,matured,2,1.111111111,20,3,engineer,25,0,0.412546354,2.297738033,0.21268315,1.388429752,1901,0.002289377,885,246,0,0,3,4,3,0,indirect,2
0,5,4,energy/medical,matured,1,0.846153846,22,3,engineer,12,0,0.5094701,2.003470716,0.004114335,0.754821837,2305,0.021437852,294,800,1,0,2,3,3,0,direct,2
0,6,5,energy/medical,matured,1.25,1.052631579,20,2,engineer,11,0,0.184402924,2.096613546,0.036104513,0.676413882,1004,0,73,483,0,0,4,4,3,0,direct,2
0,3,4,energy/medical,highgrow,1.333333333,1.615384615,21,1,,5,0,0.51755102,2.049069374,0.096614368,1.20979021,591,0.020644096,101,200,17,0,2,4,3,5,direct,1
